304,18,18
304,19,11
305,19,19
306,10,19
306,14,19
306,19,17
306,21,9
307,5,10
307,20,21
307,21,11
308,10,20
308,15,19
308,20,17
308,21,10
308,21,15
309,6,3
309,15,11
309,18,8
309,18,14
310,8,5
310,10,10
310,16,8
310,16,13
311,16,21
311,17,17
312,10,15
312,13,11
312,18,18
313,7,5
313,14,16
313,15,11
314,10,19
314,13,14
314,19,18
315,5,8
315,11,13
315,16,17
316,12,14
316,17,17
317,4,21
317,10,8
317,16,11
317,16,15
318,11,14
318,16,19
319,6,17
319,8,12
319,17,9
319,17,14
320,7,14
320,7,19
320,15,10
320,15,15
321,6,6
321,8,6
321,9,14
321,15,11
321,15,17
321,16,15
322,5,18
322,15,16
322,16,9
323,5,11
323,17,18
323,18,15
323,19,11
324,19,21
324,20,14
325,20,13
325,21,21
326,21,12
326,21,21
327,10,9
327,11,7
327,21,17
328,18,16
328,19,9
329,6,6
329,10,15
329,18,17
329,19,13
330,6,5
330,8,5
330,16,14
331,8,10
331,20,11
331,21,17
332,20,5
332,20,19
333,11,17
333,12,15
333,23,8
333,23,18
334,10,18
334,11,16
334,23,14
335,2,17
335,3,15
335,4,13
335,8,15
335,11,12
335,12,10
335,20,6
336,19,10
337,14,13
337,15,11
337,24,8
337,24,20
338,2,5
338,17,16
338,19,4
339,7,11
339,20,15
339,21,13
340,3,21
340,4,12
340,11,10
340,18,18
340,19,15
340,20,11
341,8,13
341,14,19
341,15,17
341,16,13
341,21,20
341,22,18
341,23,15
342,10,9
342,11,17
342,16,13
342,20,10
343,12,13
343,14,10
343,20,3
343,22,16
344,4,10
344,17,16
344,18,13
344,19,10
344,22,8
345,16,20
345,17,17
346,16,16
347,5,12
347,5,16
347,16,15
347,20,16
347,21,14
347,22,12
348,5,6
348,12,16
348,17,8
349,4,16
349,10,18
349,11,16
349,12,12
349,20,9
350,13,12
350,20,15
351,5,17
351,7,16
351,21,14
352,5,11
352,6,17
352,17,15
352,18,13
353,6,17
353,12,18
353,13,15
353,14,12
353,20,18
354,7,22
354,9,21
354,16,4
354,16,15
355,17,15
355,18,13
356,7,21
356,9,21
356,18,15
356,19,6
357,5,17
357,6,11
357,13,17
357,14,13
357,20,17
357,21,15
358,11,14
358,15,18
358,20,8
359,14,13
359,22,12
359,25,19
359,26,16
360,20,13
360,21,11
360,22,17
361,19,17
361,20,15
361,21,10
362,19,14
363,22,10
363,24,21
364,2,21
364,13,6
364,19,11
364,20,8
365,17,12
366,5,20
366,21,15
367,18,12
367,20,15
368,6,8
368,21,14
368,23,9
369,7,17
369,19,10
370,17,11
370,23,5
370,24,18
371,4,23
371,9,15
371,18,20
371,19,18
372,11,12
372,21,10
372,21,16
373,6,10
373,8,19
373,20,19
373,21,17
373,22,15
374,5,15
374,17,6
374,17,14
375,7,11
375,7,16
375,17,14
375,17,16
375,23,14
375,23,18
376,18,15
376,19,13
376,20,11
376,21,9
377,10,13
377,19,18
378,20,16
378,21,9
379,8,23
379,9,20
379,10,18
379,14,12
379,18,7
379,20,4
379,22,26
380,9,19
380,18,6
380,18,16
381,5,22
381,6,18
381,7,6
381,21,12
382,21,23
382,22,21
383,5,12
383,20,14
383,21,12
384,7,9
384,20,9
384,20,20
385,4,5
385,18,14
386,2,12
386,15,12
386,16,5
387,20,17
387,21,15
388,7,12
388,7,22
388,8,20
388,18,8
388,24,22
389,10,15
389,17,8
389,17,16
390,3,5
390,18,13
391,6,10
391,6,20
391,21,13
391,22,11
392,12,16
392,20,9
392,21,19
393,16,7
393,16,16
394,7,22
394,8,18
394,20,17
394,21,15
394,22,11
395,17,17
395,26,20
395,27,11
396,8,16
396,13,18
396,23,15
397,8,12
397,10,21
397,23,16
397,24,14
398,12,15
398,13,13
398,24,10
399,8,17
399,9,15
399,15,18
399,16,10
400,10,7
400,22,9
400,22,19
401,7,13
401,7,27
401,8,21
401,9,16
401,24,17
402,7,16
402,8,14
402,9,11
402,15,16
402,16,11
402,20,20
402,22,13
403,5,20
403,21,21
403,22,19
404,6,10
404,11,11
404,18,14
404,19,8
405,20,18
405,21,16
405,22,14
405,23,12
406,7,10
406,8,16
406,22,15
407,4,18
407,6,17
407,8,16
407,10,15
407,13,14
407,22,11
408,18,11
408,20,8
409,4,10
409,5,16
409,12,13
409,19,12
409,20,15
410,18,15
410,19,13
410,20,11
411,10,12
411,22,13
411,24,18
412,23,12
412,25,16
412,26,14
413,7,18
414,6,12
414,6,16
414,19,14
415,8,18
415,20,18
415,21,16
416,7,8
416,7,14
416,17,17
416,18,13
417,14,12
417,16,4
417,16,20
418,23,11
419,11,11
419,15,21
419,16,15
419,17,5
420,19,5
420,19,18
421,18,20
422,8,16
422,13,13
422,18,9
422,19,18
423,17,17
423,18,13
424,5,19
424,10,18
424,20,10
425,17,14
426,6,18
426,17,6
426,20,13
427,5,11
427,6,17
427,17,15
427,18,13
428,4,15
428,5,13
428,21,8
429,4,20
429,6,19
429,8,18
429,13,16
429,19,12
430,5,7
430,9,9
430,12,11
430,15,14
431,4,19
431,12,15
431,21,8
432,13,18
432,14,16
432,20,25
432,22,22
432,23,19
432,24,16
433,11,13
433,12,11
433,20,7
434,5,11
434,6,17
434,17,15
434,18,13
435,11,16
435,14,16
435,24,8
435,25,15
436,16,15
436,17,13
436,18,10
437,11,13
437,18,8
438,17,10
438,17,15
439,5,14
439,6,8
439,16,11
440,3,18
440,13,15
440,18,15
440,18,21
440,19,13
441,7,20
441,8,9
441,18,13
442,6,15
442,16,7
442,20,14
443,8,18
443,19,7
443,22,21
444,4,19
444,5,17
444,13,10
444,14,8
444,16,19
444,20,16
444,21,14
444,22,11
445,5,12
445,6,10
445,17,15
446,5,11
446,6,17
446,17,15
446,18,13
447,9,10
447,10,7
447,17,3
448,7,6
448,14,19
448,15,16
448,23,9
449,11,18
449,21,17
449,24,6
450,19,18
451,7,18
451,21,12
452,2,17
452,11,15
452,20,6
453,3,17
454,9,17
454,20,10
454,20,19
455,20,12
455,21,9
456,10,17
456,16,16
456,19,7
457,13,9
457,17,18
457,18,3
458,16,16
458,17,14
458,18,11
458,19,9
459,11,20
459,19,18
459,25,13
460,17,11
460,18,7
461,15,12
461,22,7
461,23,16
462,16,15
463,6,19
463,12,15
463,13,12
463,14,9
463,20,17
463,21,13
463,22,10
464,22,18
464,23,16
465,7,10
465,8,21
465,14,15
465,19,19
465,21,13
466,15,19
466,16,16
466,23,12
467,8,22
467,14,20
467,22,13
468,17,13
468,22,17
468,23,10
469,5,11
469,5,14
469,10,13
469,12,17
469,16,14
470,1,16
470,6,15
470,20,13
471,11,15
471,12,13
471,22,10
472,6,11
472,6,17
472,20,15
473,8,19
473,21,13
474,3,20
474,9,18
474,10,12
474,17,9
475,7,12
475,7,17
475,22,16
476,2,17
476,3,14
476,13,11
476,19,13
476,22,16
477,4,16
477,13,12
477,18,14
477,19,17
478,7,14
478,17,18
478,21,7
479,6,13
479,7,11
479,7,18
479,16,15
479,22,13
479,22,17
480,4,19
480,5,9
480,21,12
481,3,10
481,6,21
481,15,5
481,19,17
481,20,15
482,18,22
483,3,16
483,4,11
483,10,17
483,11,10
483,17,15
483,18,10
484,9,20
484,20,16
485,6,12
485,7,10
485,13,12
485,21,19
485,22,17
485,23,15
485,24,11
486,9,15
486,10,13
486,16,9
486,18,17
487,19,17
488,5,16
488,10,13
488,11,11
488,17,6
489,13,14
489,23,11
489,25,19
490,20,24
490,22,20
491,9,14
491,17,11
492,20,14
493,19,14
494,3,22
494,19,10
494,20,4
495,23,7
495,23,18
496,6,19
496,21,7
496,22,19
497,5,13
497,14,16
497,18,13
497,23,19
497,24,17
498,5,20
498,21,15
499,8,13
499,9,11
499,12,13
499,13,10
499,17,16
499,18,14
500,3,3
500,5,3
500,17,11
501,16,8
501,24,6
501,24,17
502,20,13
502,21,11
503,9,11
503,19,6
503,19,15
504,11,13
504,17,20
504,19,9
505,10,13
505,19,16
505,20,7
505,20,13
506,16,12
506,17,10
507,7,7
507,12,12
507,20,4
507,21,20
508,20,17
508,21,11
509,12,15
509,20,18
509,21,9
510,19,12
511,7,7
511,26,12
511,27,20
512,17,13
512,18,18
513,15,13
513,21,17
513,23,6
514,3,18
514,10,15
514,19,8
515,7,8
515,22,10
515,22,17
516,4,5
516,6,6
516,18,7
516,19,17
517,17,14
517,23,5
517,23,20
518,18,19
518,20,16
518,21,13
518,22,9
519,20,5
519,21,14
520,7,10
520,7,17
520,23,16
520,24,14
521,5,12
521,6,10
521,7,6
521,14,8
521,17,15
521,18,13
521,19,9
522,3,8
522,16,12
523,9,20
523,11,19
523,14,17
523,23,13
524,10,21
524,22,11
524,23,20
525,18,12
525,18,16
526,5,20
526,13,13
526,19,21
526,20,19
526,21,15
527,5,25
527,8,24
527,12,22
527,23,8
527,25,19
528,5,11
528,6,17
528,17,15
528,18,13
529,22,12
530,13,11
530,20,13
531,11,17
531,21,11
532,7,19
532,19,13
532,20,11
533,9,18
533,17,16
533,18,8
534,6,18
534,12,13
534,17,18
534,18,9
535,3,19
535,25,11
535,27,19
536,4,17
536,6,11
536,23,12
536,24,10
537,18,23
537,19,20
537,20,17
538,3,11
538,12,17
538,13,15
538,18,17
538,20,6
539,6,17
539,7,15
539,21,18
539,22,16
539,23,10
540,6,9
540,14,23
540,22,7
541,7,7
541,20,21
541,21,8
542,16,8
542,16,17
542,17,4
543,3,3
543,8,4
543,19,12
544,10,9
544,10,20
544,18,13
544,19,11
545,5,18
545,6,14
545,10,17
545,11,13
545,19,19
545,20,12
545,21,7
546,7,10
546,8,15
546,20,18
546,21,16
546,22,12
547,7,16
547,10,12
547,18,8
547,19,16
548,4,12
548,12,15
548,13,11
548,22,20
548,23,16
549,8,9
549,15,14
549,21,11
549,21,18
550,8,21
550,17,7
550,18,15
551,8,17
551,13,13
551,18,17
552,22,11
553,23,9
553,24,20
554,10,10
554,12,11
554,18,8
554,18,15
555,7,19
555,19,15
556,8,21
556,17,16
557,7,6
557,17,14
557,19,7
558,8,10
558,16,7
559,6,11
559,15,15
560,3,19
560,5,19
560,7,17
560,23,11
560,23,23
561,7,17
561,8,11
561,21,16
561,22,14
562,19,13
563,11,19
563,24,12
564,5,16
564,7,15
564,15,8
564,22,10
564,22,19
565,7,16
565,9,16
565,12,15
565,22,13
566,3,13
566,9,12
566,20,18
566,22,6
567,5,17
567,11,13
567,12,11
567,19,14
567,20,12
568,6,19
568,23,18
568,24,12
568,25,10
569,12,14
569,13,12
569,19,7
569,19,16
570,7,17
570,10,14
570,19,9
570,19,16
571,7,7
571,22,8
571,22,17
572,5,13
572,5,18
572,11,18
572,12,14
572,13,11
572,20,10
573,8,15
573,13,14
573,18,12
574,7,4
574,23,10
575,4,18
575,5,9
575,10,16
575,11,12
575,12,9
575,22,8
576,3,20
576,14,12
576,22,4
576,22,20
577,7,10
577,7,16
577,19,13
578,5,22
578,23,11
579,23,17
580,25,8
580,26,21
581,19,7
581,20,20
582,4,15
582,5,12
582,17,16
583,20,16
584,25,17
585,6,20
585,9,20
585,13,15
585,20,7
585,21,16
586,7,11
586,23,17
586,24,15
587,13,17
587,14,15
587,20,7
588,3,15
588,5,12
588,19,19
588,20,15
588,21,13
589,10,21
589,24,14
589,25,11
590,19,10
590,21,19
591,5,6
591,9,8
591,21,13
592,19,14
592,20,12
593,8,13
593,14,14
593,21,18
594,10,21
594,13,19
594,14,14
594,20,21
594,21,17
595,9,16
595,17,15
595,18,7
596,6,17
596,8,17
596,11,16
596,14,15
596,17,14
596,22,11
597,7,13
597,7,16
597,8,11
597,17,18
597,18,16
598,12,14
598,14,18
598,15,8
599,16,17
599,17,15
599,18,13
599,19,11
600,7,16
600,9,15
600,17,8
600,18,17
601,18,18
601,19,16
601,20,14
601,21,12
601,22,10
601,23,6
602,6,8
602,7,6
602,18,15
602,19,13
602,20,11
602,21,8
603,20,10
603,22,17
604,18,6
605,5,6
605,21,8
605,24,18
606,21,15
606,24,6
607,4,19
607,15,17
607,22,19
607,23,13
608,6,10
608,6,15
608,16,15
608,17,13
609,6,16
609,11,12
609,12,9
609,18,7
609,18,16
610,8,20
610,20,18
610,21,15
611,4,17
611,10,11
611,12,12
611,18,11
611,19,14
612,1,11
612,15,17
612,16,15
613,10,12
613,18,14
614,5,17
614,12,16
614,13,10
614,21,19
614,22,12
615,4,11
615,5,8
615,5,17
615,11,11
615,14,14
615,15,12
616,12,17
616,16,8
616,21,22
617,3,17
617,5,17
617,9,13
617,18,13
617,21,6
618,14,14
618,19,19
618,21,6
619,20,10
619,21,16
620,8,22
620,20,19
620,25,11
621,5,19
621,6,12
621,21,20
621,22,18
621,23,15
622,13,11
622,21,14
623,16,18
623,17,16
624,9,14
624,18,9
625,4,17
625,10,14
625,17,11
626,13,20
626,21,8
626,21,19
627,8,7
627,19,18
627,21,15
627,22,13
628,5,17
628,15,13
628,22,16
628,23,12
629,4,18
629,6,11
629,18,16
629,19,14
630,7,10
630,7,16
630,20,14
631,24,20
631,25,13
632,2,20
632,3,11
632,18,17
633,7,17
633,9,16
633,19,14
634,8,15
634,18,17
634,19,15
635,7,19
635,15,14
635,22,20
635,23,12
636,21,16
637,6,11
637,6,18
637,15,18
637,21,12
638,19,17
638,20,15
638,21,6
638,21,13
638,22,11
639,12,17
639,13,15
639,14,13
639,23,11
640,7,17
640,13,14
640,14,12
640,21,19
641,3,19
641,4,17
641,5,14
641,6,11
641,13,15
641,14,13
641,15,10
641,21,6
642,10,20
642,19,14
642,25,6
642,25,22
643,4,14
643,5,9
643,14,9
643,17,13
643,18,11
643,19,16
644,10,18
644,11,12
645,7,23
645,8,21
645,13,16
645,14,14
645,22,18
645,23,16
646,6,8
646,22,5
646,22,18
647,10,24
647,12,21
647,13,19
647,19,23
647,20,21
648,2,20
648,3,18
648,4,14
648,11,12
648,12,10
648,19,6
649,7,17
649,8,12
649,25,14
650,4,13
650,10,20
650,15,13
650,22,8
651,19,17
651,20,13
652,7,15
652,19,15
652,26,21
653,20,11
654,18,5
654,19,14
655,4,17
655,19,12
655,20,10
656,6,19
656,21,14
657,16,16
657,18,13
657,19,10
658,10,22
658,18,22
658,21,18
658,23,15
659,8,18
659,19,12
660,6,11
660,19,14
661,16,12
661,19,17
661,21,9
662,5,11
662,5,16
662,21,16
662,23,21
663,6,17
663,9,14
663,19,15
663,20,8
664,9,16
664,12,15
664,20,10
664,22,18
665,3,21
665,10,16
665,15,15
665,22,13
666,13,12
666,22,8
666,23,21
667,6,18
667,19,15
667,20,13
668,3,9
668,18,17
668,19,15
668,20,13
668,21,10
669,14,14
669,20,20
669,21,7
670,10,22
670,13,21
670,16,20
670,18,19
670,22,17
671,16,11
671,17,15
672,17,16
673,20,14
674,4,9
674,5,4
674,20,12
674,21,19
675,18,15
675,19,13
675,20,8
676,3,10
676,17,18
676,18,8
677,5,18
677,17,24
677,27,15
677,27,24
678,8,6
678,12,9
678,20,20
678,23,8
679,22,15
680,6,19
680,14,14
680,23,13
680,23,19
681,6,13
681,19,17
681,20,14
681,21,11
